collage_name,city,state,level,colllage_type,basic,student_count,awards_per_100_value,awards_per_state_value,spent_award_value,spent_award_state_value,exp_award_percentile,fulltime_student_per,fulltime_student,med_sat_value,med_sat_percentile,aid_value,aid_percentile,endow_value,endow_percentile,on_time_graduate,on_time_graduate_percentile,late_graduate,late_graduate_percentile,pell_value,pell_percentile,retain_value,retain_percentile,ft_fac_value,ft_fac_percentile,vsa_year,vsa_grad_after4_first,vsa_grad_elsewhere_after4_first,vsa_enroll_after4_first,vsa_enroll_elsewhere_after4_first,vsa_grad_after6_first,vsa_grad_elsewhere_after6_first,vsa_enroll_after6_first,vsa_enroll_elsewhere_after6_first,vsa_grad_after4_transfer,vsa_grad_elsewhere_after4_transfer,vsa_enroll_after4_transfer,vsa_enroll_elsewhere_after4_transfer,vsa_grad_after6_transfer,vsa_grad_elsewhere_after6_transfer,vsa_enroll_after6_transfer,vsa_enroll_elsewhere_after6_transfer,state_sector_ct,percentage
"ITT Technical Institute (Albany, N.Y.)",Albany,New York,2-year,Private for-profit,Associates--Private For-profit,253,32.6,24.9,52930,44481,89,79.4,272,,,4057,36,,,13.5,14,28.4,8,75.4,63,40.6,8,10.3,6,,,,,,,,,,,,,,,,,,22,81.5
"ITT Technical Institute (Liverpool, N.Y.)",Liverpool,New York,2-year,Private for-profit,Associates--Private For-profit,278,36.4,24.9,38642,44481,79,80.2,301,,,5224,78,,,29.4,35,49,27,77,67,62.8,35,13,10,,,,,,,,,,,,,,,,,,22,82.8
Ilisagvik College,Barrow,Alaska,2-year,Public,Tribal Colleges,257,17.8,9.1,124781,160134,99,19.5,148,,,3526,32,23046,100,45.5,98,45.5,96,18.2,4,40,3,20.6,13,,,,,,,,,,,,,,,,,,2,14
Community College of Baltimore County,Baltimore,Maryland,2-year,Public,Associates--Public Suburban-serving Multicampus,23981,16.4,17.6,62590,62054,88,33.3,15217,,,3447,30,299,30,2.5,7,7.3,4,46.1,61,51.6,23,23.3,20,,,,,,,,,,,,,,,,,,16,32.2
Golf Academy of America (S.C.),Myrtle Beach,South Carolina,2-year,Private for-profit,Associates--Private For-profit,299,46.1,34.4,19673,28293,40,94.6,311,,,4334,52,,,95.3,99,95.3,99,35.5,7,92.3,98,47.4,61,,,,,,,,,,,,,,,,,,5,73.4
White Earth Tribal and Community College,Mahnomen,Minnesota,2-year,Private not-for-profit,Tribal Colleges,60,13,13,144220,144220,96,60,33,,,7439,82,,,0,0,3.7,0,91.6,94,66.7,54,31.2,31,,,,,,,,,,,,,,,,,,1,61.4
"Blue Cliff College (Metairie, La.)",Metairie,Louisiana,2-year,Private for-profit,Associates--Private For-profit,603,25.2,28.9,12660,21543,22,64.3,1001,,,7955,98,,,77.3,93,82,91,77.3,68,81.1,84,100,94,,,,,,,,,,,,,,,,,,11,64.9
University of Phoenix-Fort Lauderdale Campus,Miramar,Florida,4-year,Private for-profit,Masters Colleges and Universities--larger programs,1080,22.7,18.1,47615,46698,56,100,1020,,,3654,14,,,1.1,5,19.5,33,55.4,21,41.2,24,4.4,4,,,,,,,,,,,,,,,,,,48,56.6
University of Phoenix-Jacksonville Campus,Jacksonville,Florida,4-year,Private for-profit,Masters Colleges and Universities--larger programs,1028,22.5,18.1,51030,46698,61,100,835,,,4046,34,,,0,0,20,34,52.2,16,40.6,23,8.7,16,,,,,,,,,,,,,,,,,,48,40.1
University of Phoenix - West Florida Campus,Temple Terrace,Florida,4-year,Private for-profit,Masters Colleges and Universities--medium programs,601,19.6,18.1,60035,46698,69,,585,,,3924,28,,,,,,,55.1,20,,,,,,,,,,,,,,,,,,,,,,48,55.9
University of Phoenix - Maryland Campus,Columbia,Maryland,4-year,Private for-profit,Schools of business and management,479,16.5,23.4,79050,41262,82,100,459,,,3498,9,,,0,0,15.2,21,41,6,57.9,56,19.8,53,,,,,,,,,,,,,,,,,,4,50.5
University of Phoenix at Oklahoma City,Oklahoma City,Oklahoma,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,396,19.2,25.4,71862,39682,78,100,387,,,4246,44,,,0,0,15.5,22,73.5,67,52.5,47,10.8,26,,,,,,,,,,,,,,,,,,8,43.8
University of Phoenix at Tulsa,Tulsa,Oklahoma,4-year,Private for-profit,Masters Colleges and Universities--smaller programs,398,17.3,25.4,63462,39682,72,,359,,,3757,17,,,,,,,68.8,49,,,,,,,,,,,,,,,,,,,,,,8,55.4
Argosy University-Phoenix,Phoenix,Arizona,4-year,Private for-profit,Other health professions schools,223,14.6,32.8,49129,25661,57,44.8,163,,,4054,35,,,,,,,64.9,38,42.9,27,20.5,55,,,,,,,,,,,,,,,,,,23,0
Vatterott College at Saint Joseph,Saint Joseph,Missouri,2-year,Private for-profit,Associates--Private For-profit,231,31.7,36.2,18545,14611,38,100,311,,,4519,57,,,45,57,49.7,28,33.8,6,43.5,9,23.8,22,,,,,,,,,,,,,,,,,,19,
Vatterott College - Sunset Hills,Sunset Hills,Missouri,4-year,Private for-profit,Baccalaureate/Associates Colleges,624,34,32,9313,27738,6,100,1169,,,3998,31,,,100,98,100,97,29.1,2,57.9,56,30.8,75,,,,,,,,,,,,,,,,,,20,60.2
Anthem College at Orlando,Orlando,Florida,2-year,Private for-profit,Associates--Private For-profit,491,37.4,34.7,27268,25317,61,100,726,,,4310,51,,,76.7,92,90,96,78.6,70,83.6,90,73.3,85,,,,,,,,,,,,,,,,,,39,
River Parishes Community College,Sorrento,Louisiana,2-year,Public,Associates--Public Suburban-serving Single Campus,3146,18.6,21.9,19681,15389,9,27.1,1692,,,2559,8,178,17,0.6,0,7.2,3,25.6,12,46.8,10,52.6,87,,,,,,,,,,,,,,,,,,16,25.5
Los Angeles Film School,Hollywood,California,4-year,Private for-profit,Associates--Private For-profit,2218,24.7,23.2,40268,53245,44,100,3189,,,1580,0,,,,,,,8.8,0,74.6,79,65.4,94,,,,,,,,,,,,,,,,,,64,
Argosy University-Orange County,Orange,California,4-year,Private for-profit,Doctoral/Research Universities,251,13.8,23.2,61352,53245,70,40.2,211,,,4566,58,,,,,,,55.5,21,33.3,8,4.6,4,,,,,,,,,,,,,,,,,,64,0
National American University at Bloomington,Bloomington,Minnesota,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,509,16.6,19.6,44207,43085,51,17.3,436,,,3270,6,,,14.3,34,14.3,17,74.9,72,,,21.1,56,,,,,,,,,,,,,,,,,,28,10.2
Professional Training Center,Miami,Florida,4-year,Private for-profit,Associates--Private For-profit,801,54.7,18.1,18445,46698,9,29.8,598,,,3039,4,,,,,,,74.1,70,,,34,80,,,,,,,,,,,,,,,,,,48,
"ITT Technical Institute (St. Rose, La.)",Saint Rose,Louisiana,4-year,Private for-profit,Other technology-related schools,470,36.6,26.7,26875,38047,15,84.5,528,,,4444,53,,,7.7,15,11.5,11,78.1,82,,,8.9,17,,,,,,,,,,,,,,,,,,4,87.2
"ITT Technical Institute (Richmond, Va.)",Richmond,Virginia,4-year,Private for-profit,Other technology-related schools,573,34.3,28.6,27524,34964,16,83.2,599,,,4456,54,,,9.5,21,9.5,9,69.2,51,,,10.6,25,,,,,,,,,,,,,,,,,,20,77.3
Vatterott College-Oklahoma City,Warr Acres,Oklahoma,2-year,Private for-profit,Associates--Private For-profit,280,35.4,41.5,12318,16061,20,100,444,,,3537,15,,,37.7,48,41.7,19,44.3,13,46.4,10,19,15,,,,,,,,,,,,,,,,,,9,
University of Management and Technology,Arlington,Virginia,4-year,Private for-profit,Not applicable- not in Carnegie universe,785,60.9,28.6,2059,34964,5,94.4,1154,,,7501,96,,,,,,,6.2,0,66.7,68,100,98,,,,,,,,,,,,,,,,,,20,
Baton Rouge Community College,Baton Rouge,Louisiana,2-year,Public,Associates--Public Urban-serving Single Campus,8043,9.1,21.9,91796,15389,97,52.4,5744,,,3966,51,52,6,1.3,2,4.7,1,51.3,74,44.2,6,45,77,,,,,,,,,,,,,,,,,,16,47.5
ITT Technical Institute at Lathrop,Lathrop,California,4-year,Private for-profit,Other technology-related schools,492,39,23.2,26459,53245,15,84.3,543,,,4949,71,,,14.3,34,21.4,39,74.1,70,,,11.4,28,,,,,,,,,,,,,,,,,,64,85.9
Dallas Nursing Institute,Dallas,Texas,2-year,Private for-profit,Not applicable- not in Carnegie universe,169,23,35.1,17128,18614,33,49.7,1397,,,3283,9,,,32.4,40,39.1,17,52.8,22,56.4,21,82.6,90,,,,,,,,,,,,,,,,,,37,
Professional Golfers Career College,Temecula,California,2-year,Private for-profit,Associates--Private For-profit,265,53.6,39.3,26913,23430,60,100,195,,,3000,5,,,93.8,99,95.2,99,23.2,1,63.1,36,28.6,33,,,,,,,,,,,,,,,,,,63,100
RSHT at Richmond (Richmond School of Health and Technology),CHESTER,Virginia,2-year,Private for-profit,Associates--Private For-profit,172,29.8,28.4,19388,18728,40,100,235,,,4204,44,,,45.9,58,51.4,31,71.9,54,55.6,19,11.9,8,,,,,,,,,,,,,,,,,,17,
Westwood College at Anaheim,Anaheim,California,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,772,16.5,23.2,45639,53245,53,73.1,1239,,,5207,77,,,26.1,63,46.3,83,78.8,83,60.9,60,20.5,55,,,,,,,,,,,,,,,,,,64,72.1
Carrington College California at San Jose,San Jose,California,2-year,Private for-profit,Associates--Private For-profit,693,49.8,39.3,0,23430,0,95.5,799,,,3772,22,,,4.1,2,59.9,47,60.4,30,80.6,84,32.3,37,,,,,,,,,,,,,,,,,,63,
Stevens-Henager College at Salt Lake City,Murray,Utah,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,2382,8.7,18.9,95003,56663,65,100,6066,,,3573,3,,,62.6,79,62.6,65,80,96,63.6,20,29.6,18,,,,,,,,,,,,,,,,,,7,100
Brookline College at Tuscon,Tucson,Arizona,4-year,Private for-profit,Associates--Private For-profit,420,16.3,32.8,0,25661,0,100,387,,,3915,27,,,,,,,79.1,84,,,54.2,91,,,,,,,,,,,,,,,,,,23,
"McCann School of Business & Technology (Pottsville, Pa.)",Pottsville,Pennsylvania,2-year,Private for-profit,Associates--Private For-profit,3544,24.9,36.4,37553,26415,78,64.1,3412,,,4906,70,,,7,7,41.7,19,78.6,70,66.9,48,11.6,7,,,,,,,,,,,,,,,,,,56,59.9
Carrington College California at Pleasant Hill,Pleasant Hill,California,2-year,Private for-profit,Associates--Private For-profit,589,54.9,39.3,0,23430,0,86.9,367,,,3601,17,,,28,33,66,63,70.1,51,76.7,74,55.3,69,,,,,,,,,,,,,,,,,,63,
Florida College of Natural Health-Altamonte Springs,Maitland,Florida,2-year,Private for-profit,Associates--Private For-profit,380,11.4,34.7,0,25317,0,100,441,,,3364,10,,,62.4,78,72.9,78,48.8,18,78.9,79,5.6,1,,,,,,,,,,,,,,,,,,39,
Florida College of Natural Health-Sarasota,Bradenton,Florida,2-year,Private for-profit,Associates--Private For-profit,127,14.6,34.7,0,25317,0,100,210,,,3317,10,,,24.5,27,71.4,75,55,25,72.5,64,11.1,6,,,,,,,,,,,,,,,,,,39,
University of Phoenix - Southern Colorado Campus,Colorado Springs,Colorado,4-year,Private for-profit,Masters Colleges and Universities--medium programs,499,15,24.7,55539,44867,65,,478,,,3879,25,,,,,,,47.1,11,,,,,,,,,,,,,,,,,,,,,,16,44.2
University of Phoenix - West Michigan Campus,Walker,Michigan,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,271,8.6,28.3,252570,52332,99,100,396,,,4361,50,,,0,0,14.6,18,79,83,29.6,6,7.3,11,,,,,,,,,,,,,,,,,,9,50
Stratford University,Fairfax,Virginia,4-year,Private for-profit,Masters Colleges and Universities--larger programs,2279,16.1,28.6,26741,34964,15,19,2002,,,4294,47,,,0,0,0,0,65.6,40,62.8,64,22.7,61,,,,,,,,,,,,,,,,,,20,43.8
American InterContinental University (Ga.),Atlanta,Georgia,4-year,Private for-profit,Masters Colleges and Universities--medium programs,1003,19.1,18,103426,59081,91,33.9,1189,,,5454,83,,,11.1,26,21,38,80.4,87,37.7,17,36,82,,,,,,,,,,,,,,,,,,15,7.6
American InterContinental University at Weston,Weston,Florida,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,148,31.1,18.1,60575,46698,70,68.2,402,,,5319,80,,,12,27,12,13,63.5,36,,,25,66,,,,,,,,,,,,,,,,,,48,38
University of Phoenix - Philadelphia Campus,Wayne,Pennsylvania,4-year,Private for-profit,Schools of business and management,713,16.4,16.3,140189,81979,96,100,534,,,4168,39,,,0,0,7.1,3,68.1,48,45.9,34,19.5,52,,,,,,,,,,,,,,,,,,9,70
University of Phoenix at Pittsburgh,Pittsburgh,Pennsylvania,4-year,Private for-profit,Schools of business and management,37,5.1,16.3,428072,81979,100,100,71,,,3852,23,,,0,0,33.3,65,56.6,23,41.7,25,11.6,29,,,,,,,,,,,,,,,,,,9,45.5
Everest College at Chesapeake,Chesapeake,Virginia,2-year,Private for-profit,Associates--Private For-profit,840,52.5,28.4,20187,18728,42,92.7,1132,,,4420,55,,,60,75,67.8,68,66.2,43,57.5,25,20.9,18,,,,,,,,,,,,,,,,,,17,
Eastern West Virginia Community and Technical College,Moorefield,West Virginia,2-year,Public,Associates--Public Rural-serving Small,867,20.1,20.5,34528,32982,39,33.8,478,,,4466,67,,,2.7,8,15.1,29,49.3,69,65.4,81,15.3,3,,,,,,,,,,,,,,,,,,10,47.4
Remington College-Little Rock,Little Rock,Arkansas,2-year,Private not-for-profit,Associates--Private For-profit,229,11.6,11.6,15410,15410,6,100,474,,,3383,18,,,45.9,46,60,58,76,82,65.8,52,11.1,2,,,,,,,,,,,,,,,,,,1,
Everest University-Jacksonville Campus,Jacksonville,Florida,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,604,46.9,18.1,34489,46698,31,82.1,799,,,4873,68,,,50,90,62.5,92,77.3,79,,,40.7,86,,,,,,,,,,,,,,,,,,48,65.2
Argosy University-Seattle,Seattle,Washington,4-year,Private for-profit,Masters Colleges and Universities--smaller programs,153,17.3,22.2,51141,68971,61,27.5,97,,,3447,8,,,,,,,56.3,22,0,0,8.8,17,,,,,,,,,,,,,,,,,,9,0
Carrington College-Spokane,Spokane,Washington,2-year,Private for-profit,Not applicable- not in Carnegie universe,538,71.6,37.3,29178,15562,65,100,479,,,3678,19,,,2.5,1,70.5,74,63.7,35,71.7,61,34.5,41,,,,,,,,,,,,,,,,,,5,
Texas School of Business at Friendswood,Friendswood,Texas,2-year,Private for-profit,Associates--Private For-profit,262,33.9,35.1,13427,18614,24,100,548,,,3977,32,,,0,0,82.5,92,64.6,38,77.5,75,28.6,33,,,,,,,,,,,,,,,,,,37,
"ITT Technical Institute (Woburn, Mass.)",Wilmington,Massachusetts,4-year,Private for-profit,Associates--Private For-profit,403,37.9,27.1,38541,55816,39,77.7,384,,,3790,20,,,,,,,66.5,43,100,91,5.9,7,,,,,,,,,,,,,,,,,,5,72.7
Pierce College District,Puyallup,Washington,2-year,Public,Associates--Public Suburban-serving Multicampus,3396,22.6,20.5,34828,27639,40,44.7,2529,,,5856,90,36,5,12.3,63,20.1,50,30.4,21,51.2,22,98.1,98,,,,,,,,,,,,,,,,,,25,12.9
Cascadia Community College,Bothell,Washington,2-year,Public,Associates--Public Suburban-serving Single Campus,2821,18.3,20.5,44865,27639,63,54.6,2238,,,4575,70,227,22,17.4,78,30.8,83,16.2,3,61.8,70,29.2,40,,,,,,,,,,,,,,,,,,25,18.7
University of Phoenix at St. Louis,Saint Louis,Missouri,4-year,Private for-profit,Schools of business and management,542,6.1,32,224391,27738,99,100,467,,,4231,44,,,0,0,3.4,0,75.5,74,22.2,2,8.4,15,,,,,,,,,,,,,,,,,,20,65.8
Johnson & Wales University - Denver Campus,Denver,Colorado,4-year,Private not-for-profit,Baccalaureate/Associates Colleges,1506,31.4,25.3,0,62622,0,91.2,1621,,,11275,35,14995,45,47.7,58,52.3,45,34.5,44,81.2,68,57.1,56,,,,,,,,,,,,,,,,,,10,73.1
University of Phoenix - Cleveland Campus,Beachwood,Ohio,4-year,Private for-profit,Masters Colleges and Universities--smaller programs,333,15.1,27.6,114606,43576,94,100,294,,,4143,38,,,0,0,23.3,43,65.2,39,50,38,10.7,26,,,,,,,,,,,,,,,,,,24,40.7
CBD College,Los Angeles,California,2-year,Private not-for-profit,Associates--Private Not-for-profit,230,46.8,34.1,15773,31169,9,100,251,,,3424,21,,,86.5,93,86.5,94,94.9,96,90.9,91,30.4,29,,,,,,,,,,,,,,,,,,4,
Americare School of Nursing-Fern Park,Fern Park,Florida,2-year,Private for-profit,Associates--Private For-profit,231,62.9,34.7,18021,25317,36,100,244,,,3462,13,,,33.2,41,69.8,72,77,67,66.7,46,63,77,,,,,,,,,,,,,,,,,,39,
ATS Institute of Technology,Highland Heights,Ohio,2-year,Private for-profit,Associates--Private For-profit,504,29,34.1,26117,35515,58,77,546,,,6203,89,,,8.6,8,86.3,95,88.8,89,80.6,84,58.2,72,,,,,,,,,,,,,,,,,,42,95.2
"Blue Cliff College (Shreveport, La.)",Shreveport,Louisiana,2-year,Private for-profit,Associates--Private For-profit,320,44.8,28.9,15870,21543,30,58.1,505,,,3547,15,,,45.6,58,66.7,64,85.2,82,64,39,54.2,68,,,,,,,,,,,,,,,,,,11,45.6
Central Florida Institute - Tampa Bay,Palm Harbor,Florida,2-year,Private for-profit,Associates--Private For-profit,285,52.3,34.7,10862,25317,15,100,595,,,4196,44,,,60.7,76,77.4,85,68.5,47,78.2,77,78.8,88,,,,,,,,,,,,,,,,,,39,
Community Care College,Tulsa,Oklahoma,2-year,Private for-profit,Associates--Private For-profit,587,19.9,41.5,11357,16061,16,100,754,,,4248,47,,,35.3,46,64.7,60,74.8,62,76.9,74,74.1,85,,,,,,,,,,,,,,,,,,9,
Crossroads Bible College,Indianapolis,Indiana,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,257,26.1,23.8,57369,85638,29,54.1,174,,,8993,25,,,25,20,37.5,17,76.3,94,60,15,17.6,6,,,,,,,,,,,,,,,,,,32,32.8
King's University,Van Nuys,California,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,372,20.3,22.4,64829,125902,36,40.6,191,,,3164,2,5801,20,0,0,0,0,47.8,72,57.1,11,12.7,4,,,,,,,,,,,,,,,,,,74,16.2
Medvance Institute at Baton Rouge,Baton Rouge,Louisiana,2-year,Private for-profit,Associates--Private For-profit,381,44.3,28.9,20562,21543,42,100,717,,,4210,45,,,21.8,24,55.5,37,84.9,81,61.1,30,41.2,53,,,,,,,,,,,,,,,,,,11,
Fortis College at Orange Park,Orange Park,Florida,2-year,Private for-profit,Associates--Private For-profit,266,45.1,34.7,43470,25317,84,100,518,,,3832,25,,,44.9,56,59.5,46,55.3,25,62.5,33,31.8,36,,,,,,,,,,,,,,,,,,39,
Bryan College at Sacramento,Gold River,California,2-year,Private for-profit,Associates--Private For-profit,326,17,39.3,55349,23430,90,100,634,,,5149,76,,,48.9,62,62.5,54,75.8,64,48.8,12,47.1,60,,,,,,,,,,,,,,,,,,63,
Anthem Career College at Nashville,Nashville,Tennessee,2-year,Private for-profit,Associates--Private For-profit,402,35.8,37.8,28735,20075,64,100,669,,,4463,56,,,65.6,84,75.6,81,77.3,68,79.3,80,36.8,46,,,,,,,,,,,,,,,,,,15,
High-Tech Institute-Dallas,Irving,Texas,2-year,Private for-profit,Not applicable- not in Carnegie universe,288,16.6,35.1,36156,18614,76,100,463,,,4104,38,,,69.1,86,75.7,82,65.6,41,71.7,61,46.2,59,,,,,,,,,,,,,,,,,,37,
Westwood College - River Oaks,Calumet City,Illinois,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,321,20.6,28.6,45190,40421,52,85.7,548,,,3560,10,,,29.9,71,29.9,58,88.1,98,37.5,16,22,59,,,,,,,,,,,,,,,,,,19,51
Remington College-Baton Rouge Campus,Baton Rouge,Louisiana,2-year,Private not-for-profit,Associates--Private For-profit,300,16,16.7,19264,18558,18,100,485,,,3770,31,,,48.8,52,55.5,49,73.5,73,54.6,32,70,69,,,,,,,,,,,,,,,,,,2,
Everest College - Ontario Metro,Ontario,California,4-year,Private for-profit,Baccalaureate/Associates Colleges,962,25.9,23.2,30171,53245,21,66.8,1266,,,4656,61,,,100,98,100,97,77.5,80,50,38,28.2,73,,,,,,,,,,,,,,,,,,64,45.3
Kaplan College at Beaumont,Beaumont,Texas,2-year,Private for-profit,Associates--Private For-profit,273,19.4,35.1,15815,18614,29,100,497,,,3926,30,,,0,0,70.7,75,68.4,47,88.7,97,0,0,,,,,,,,,,,,,,,,,,37,
Kaplan College at Laredo,Laredo,Texas,2-year,Private for-profit,Associates--Private For-profit,329,26,35.1,15579,18614,28,100,515,,,4154,41,,,0,0,72.5,77,69.1,49,76.4,74,11.8,8,,,,,,,,,,,,,,,,,,37,
Art Institute of Washington,Arlington,Virginia,4-year,Private for-profit,Schools of art- music- and design,1499,18.8,28.6,89484,34964,87,74.4,1483,,,5131,75,,,14.8,36,24.1,45,55.2,20,51.1,45,55.2,92,,,,,,,,,,,,,,,,,,20,47
Arkansas State University-Newport,Newport,Arkansas,2-year,Public,Associates--Public 2-year colleges under 4-year universities,2057,16.4,23.6,28609,25729,24,46.8,1589,,,4426,66,779,50,44.6,97,44.6,96,40.5,46,53.5,31,50.8,85,,,,,,,,,,,,,,,,,,22,18.9
University of Phoenix - Boston,Braintree,Massachusetts,4-year,Private for-profit,Schools of business and management,181,26.9,27.1,68172,55816,75,100,173,,,3345,7,,,0,0,7.1,3,32.5,3,50,38,12.1,31,,,,,,,,,,,,,,,,,,5,46.4
University of Phoenix at Dallas,Dallas,Texas,4-year,Private for-profit,Schools of business and management,1338,15.8,23.9,93472,47221,88,100,961,,,3878,24,,,0,0,20.6,37,56.4,22,42,25,7.4,12,,,,,,,,,,,,,,,,,,22,41.8
University of Phoenix Houston Campus,Houston,Texas,4-year,Private for-profit,Schools of business and management,1595,19.8,23.9,60182,47221,69,100,1409,,,3894,26,,,0.3,0,16.4,25,60.7,31,39.4,20,3.4,2,,,,,,,,,,,,,,,,,,22,46
University of Phoenix - Milwaukee Campus,Milwaukee,Wisconsin,4-year,Private for-profit,Schools of business and management,256,12.9,25.1,212903,34675,98,100,259,,,4178,40,,,0,0,14.6,18,69.7,52,38.6,19,6.7,9,,,,,,,,,,,,,,,,,,15,36.7
University of Phoenix - Idaho Campus,Meridian,Idaho,4-year,Private for-profit,Masters Colleges and Universities--smaller programs,283,16.8,30.3,83288,43878,85,100,267,,,3996,30,,,0,0,15.6,23,68.2,48,40,20,8.9,17,,,,,,,,,,,,,,,,,,3,36.8
Westwood College-Inland Empire,Upland,California,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,979,14.5,23.2,49845,53245,59,72.1,1411,,,5057,74,,,31.6,73,31.6,63,83.3,93,66.7,68,15.5,43,,,,,,,,,,,,,,,,,,64,79.3
"ITT Technical Institute (Bensalem, Pa.)",Levittown,Pennsylvania,2-year,Private for-profit,Associates--Private For-profit,380,36.6,36.4,30484,26415,68,81.8,418,,,5454,82,,,32.1,39,38.5,15,76.5,66,66.7,46,9.5,5,,,,,,,,,,,,,,,,,,56,81.6
National American University -Ellsworth Air Force Base,Ellsworth Air Force Base,South Dakota,4-year,Private for-profit,Schools of business and management,292,24.2,18.5,14927,62638,7,16.1,170,,,2228,1,,,0,0,0,0,11.6,0,,,0,0,,,,,,,,,,,,,,,,,,4,0.9
National American University at Rio Rancho,Albuquerque,New Mexico,4-year,Private for-profit,Schools of business and management,346,19.1,23,35901,41774,34,8.4,255,,,3471,9,,,0,0,100,97,71.9,61,0,0,0,0,,,,,,,,,,,,,,,,,,8,2.6
National American University at Brooklyn Center,Brooklyn Center,Minnesota,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,756,12,19.6,59403,43085,69,6,608,,,3167,5,,,0,0,0,0,80.5,87,28.6,5,6.1,7,,,,,,,,,,,,,,,,,,28,8.2
Somerset Christian College,Newark,New Jersey,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,418,20.4,22.2,138684,113408,85,84.4,289,,,15428,59,,,0,0,0,0,64.7,89,61.9,18,11.5,3,,,,,,,,,,,,,,,,,,18,10.3
Vatterott College-Memphis,Memphis,Tennessee,2-year,Private for-profit,Associates--Private For-profit,882,27.4,37.8,5919,20075,9,100,1441,,,4264,48,,,41.3,53,43.9,20,35.4,6,62.8,35,34.5,41,,,,,,,,,,,,,,,,,,15,
Vatterott College-Tulsa,Tulsa,Oklahoma,2-year,Private for-profit,Associates--Private For-profit,164,44,41.5,10067,16061,13,100,267,,,3783,23,,,60.5,75,61.2,50,24.3,2,75,70,23.1,20,,,,,,,,,,,,,,,,,,9,
Vatterott College-Wichita,Wichita,Kansas,2-year,Private for-profit,Associates--Private For-profit,209,39.7,41.8,10138,15535,14,100,342,,,3524,14,,,61.2,77,61.2,50,32.5,5,71.1,59,26.7,29,,,,,,,,,,,,,,,,,,3,
International Academy of Design and Technology at Orlando,Orlando,Florida,4-year,Private for-profit,Schools of art- music- and design,348,18.6,18.1,53749,46698,64,83,581,,,5210,77,,,23.5,57,27.2,55,78.3,83,70,75,11.8,30,,,,,,,,,,,,,,,,,,48,58.3
Miller-Motte Technical College - Charleston,Charleston,South Carolina,2-year,Private for-profit,Associates--Private For-profit,704,32.2,34.4,36158,28293,77,65.1,732,,,5146,75,,,11.4,13,40,17,85.5,83,62.1,33,28,32,,,,,,,,,,,,,,,,,,5,65.3
American Career College - Anaheim,Anaheim,California,2-year,Private for-profit,Associates--Private For-profit,1565,26.3,39.3,0,23430,0,100,1407,,,4383,53,,,17.1,19,62.7,55,67.9,46,73.6,67,,,,,,,,,,,,,,,,,,,,63,
Saginaw Chippewa Tribal College,Mount Pleasant,Michigan,2-year,Public,Tribal Colleges,117,15.1,18.2,112564,40211,98,50.4,79,,,4002,52,1487,68,10,52,10,10,39.4,44,55.6,40,42.1,71,,,,,,,,,,,,,,,,,,30,19.6
